# t,ob0,ob1,ob2,ob3,ob4,ob5,ac0,ac1,ac2,ac3,p,q,r,p-sp,q-sp,r-sp,y0,y1,y2,y3,w0,w1,w2,w3,reward
1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.297369748353958130e-01,2.203475311398506165e-02,1.326081156730651855e-01,9.947046637535095215e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.297369748353958130e-01,2.203475311398506165e-02,1.326081156730651855e-01,9.947046637535095215e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.473918843269348145e+02
2.000000000000000042e-03,2.983960803248919547e-05,-5.258919554762542248e-05,1.960733532905578613e+00,2.983960803248919547e-05,-5.258919554762542248e-05,1.960733532905578613e+00,1.297369748353958130e-01,2.203475311398506165e-02,1.326081156730651855e-01,9.947046637535095215e-03,-2.983960803248919547e-05,5.258919554762542248e-05,-1.960733532905578613e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.297369748353958130e-01,2.203475311398506165e-02,1.326081156730651855e-01,9.947046637535095215e-03,3.266676962375640869e-01,1.128721008300781250e+02,1.128728485107421875e+02,1.064668273925781250e+02,8.761555240092835675e+02
3.000000000000000062e-03,-4.331253003329038620e-04,3.680746303871273994e-04,2.097720623016357422e+00,-4.629649083653930575e-04,4.206638259347528219e-04,1.369870901107788086e-01,1.272532045841217041e-01,3.802585601806640625e-02,1.348601877689361572e-01,2.108849585056304932e-03,4.331253003329038620e-04,-3.680746303871273994e-04,-2.097720623016357422e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.272532045841217041e-01,3.802585601806640625e-02,1.348601877689361572e-01,2.108849585056304932e-03,1.121961975097656250e+02,2.254405975341796875e+02,2.254413909912109375e+02,2.107281494140625000e+02,8.634529409513304472e+02
4.000000000000000083e-03,-1.718264189548790455e-03,1.527576707303524017e-03,3.415421962738037109e+00,-1.285138889215886593e-03,1.159502076916396618e-03,1.317701339721679688e+00,1.293519884347915649e-01,2.256997302174568176e-02,1.321859359741210938e-01,9.284533560276031494e-03,1.718264189548790455e-03,-1.527576707303524017e-03,-3.415421962738037109e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.293519884347915649e-01,2.256997302174568176e-02,1.321859359741210938e-01,9.284533560276031494e-03,2.245223541259765625e+02,3.382056274414062500e+02,3.382069396972656250e+02,2.436079711914062500e+02,8.572794366695080726e+02
5.000000000000000104e-03,-2.050569746643304825e-03,1.866344246082007885e-03,3.702265739440917969e+00,-3.323055570945143700e-04,3.387675387784838676e-04,2.868437767028808594e-01,1.278882026672363281e-01,3.217522799968719482e-02,1.335370391607284546e-01,4.571035504341125488e-03,2.050569746643304825e-03,-1.866344246082007885e-03,-3.702265739440917969e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.278882026672363281e-01,3.217522799968719482e-02,1.335370391607284546e-01,4.571035504341125488e-03,3.370202331542968750e+02,4.507990722656250000e+02,4.508005065917968750e+02,3.388178405761718750e+02,8.683530781980191477e+02
6.000000000000000125e-03,-2.027073875069618225e-03,1.907197642140090466e-03,4.711562156677246094e+00,2.349587157368659973e-05,4.085339605808258057e-05,1.009296417236328125e+00,1.290064305067062378e-01,2.335921302437782288e-02,1.319312602281570435e-01,8.599616587162017822e-03,2.027073875069618225e-03,-1.907197642140090466e-03,-4.711562156677246094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290064305067062378e-01,2.335921302437782288e-02,1.319312602281570435e-01,8.599616587162017822e-03,4.493977966308593750e+02,5.635127563476562500e+02,5.635145874023437500e+02,3.903611755371093750e+02,8.626919386155412894e+02
7.000000000000000146e-03,1.289156207349151373e-04,7.892310532042756677e-05,5.155563831329345703e+00,2.155989495804533362e-03,-1.828274536819662899e-03,4.440016746520996094e-01,1.280917823314666748e-01,2.917377278208732605e-02,1.327046453952789307e-01,5.703009665012359619e-03,-1.289156207349151373e-04,-7.892310532042756677e-05,-5.155563831329345703e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.280917823314666748e-01,2.917377278208732605e-02,1.327046453952789307e-01,5.703009665012359619e-03,5.618695068359375000e+02,6.761323852539062500e+02,6.761343994140625000e+02,4.760929260253906250e+02,-1.019557249680443789e+01
8.000000000000000167e-03,3.965881653130054474e-03,-3.219410544261336327e-03,6.054326057434082031e+00,3.836966032395139337e-03,-3.298333649581763893e-03,8.987622261047363281e-01,1.286591589450836182e-01,2.424665540456771851e-02,1.317343711853027344e-01,7.887713611125946045e-03,-3.965881653130054474e-03,3.219410544261336327e-03,-6.054326057434082031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286591589450836182e-01,2.424665540456771851e-02,1.317343711853027344e-01,7.887713611125946045e-03,6.742655029296875000e+02,7.888276367187500000e+02,7.888300781250000000e+02,5.343507690429687500e+02,-1.500216903830704851e+01
8.999999999999999320e-03,1.116492599248886108e-02,-9.480325505137443542e-03,6.658615112304687500e+00,7.199044339358806610e-03,-6.260914960876107216e-03,6.042890548706054688e-01,1.280443370342254639e-01,2.782166376709938049e-02,1.321418285369873047e-01,6.042890250682830811e-03,-1.116492599248886108e-02,9.480325505137443542e-03,-6.658615112304687500e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.280443370342254639e-01,2.782166376709938049e-02,1.321418285369873047e-01,6.042890250682830811e-03,7.867105102539062500e+02,9.014739379882812500e+02,9.014765625000000000e+02,6.104296875000000000e+02,-1.125748800594126919e+01
1.000000000000000021e-02,2.161480486392974854e-02,-1.860900409519672394e-02,7.561203002929687500e+00,1.044987887144088745e-02,-9.128678590059280396e-03,9.025878906250000000e-01,1.282901167869567871e-01,2.513665333390235901e-02,1.315290927886962891e-01,7.152661681175231934e-03,-2.161480486392974854e-02,1.860900409519672394e-02,-7.561203002929687500e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.282901167869567871e-01,2.513665333390235901e-02,1.315290927886962891e-01,7.152661681175231934e-03,8.991058959960937500e+02,1.014169860839843750e+03,1.014172912597656250e+03,6.685008544921875000e+02,-1.552024503357620233e+01
1.099999999999999936e-02,3.688914328813552856e-02,-3.200920298695564270e-02,8.325540542602539062e+00,1.527433842420578003e-02,-1.340019889175891876e-02,7.643375396728515625e-01,1.278378814458847046e-01,2.737953141331672668e-02,1.317022144794464111e-01,5.916044116020202637e-03,-3.688914328813552856e-02,3.200920298695564270e-02,-8.325540542602539062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.278378814458847046e-01,2.737953141331672668e-02,1.317022144794464111e-01,5.916044116020202637e-03,1.011524291992187500e+03,1.126842773437500000e+03,1.126846069335937500e+03,7.349528808593750000e+02,-1.438728445756569840e+01
1.200000000000000025e-02,5.724843963980674744e-02,-4.992371425032615662e-02,9.296117782592773438e+00,2.035929635167121887e-02,-1.791451126337051392e-02,9.705772399902343750e-01,1.278883963823318481e-01,2.596559002995491028e-02,1.312779337167739868e-01,6.400361657142639160e-03,-5.724843963980674744e-02,4.992371425032615662e-02,-9.296117782592773438e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.278883963823318481e-01,2.596559002995491028e-02,1.312779337167739868e-01,6.400361657142639160e-03,1.123908325195312500e+03,1.239550048828125000e+03,1.239553710937500000e+03,7.889652099609375000e+02,-1.852050624779816701e+01
1.299999999999999940e-02,8.418308943510055542e-02,-7.369236648082733154e-02,1.021774673461914062e+01,2.693464979529380798e-02,-2.376865223050117493e-02,9.216289520263671875e-01,1.275215893983840942e-01,2.740263938903808594e-02,1.312961280345916748e-01,5.516111850738525391e-03,-8.418308943510055542e-02,7.369236648082733154e-02,-1.021774673461914062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.275215893983840942e-01,2.740263938903808594e-02,1.312961280345916748e-01,5.516111850738525391e-03,1.236300659179687500e+03,1.352249145507812500e+03,1.352253295898437500e+03,8.459587402343750000e+02,-1.942833946040434512e+01
1.400000000000000029e-02,1.182778626680374146e-01,-1.038583293557167053e-01,1.129063892364501953e+01,3.409477323293685913e-02,-3.016596287488937378e-02,1.072892189025878906e+00,1.274486333131790161e-01,2.669292688369750977e-02,1.309615373611450195e-01,5.636937916278839111e-03,-1.182778626680374146e-01,1.038583293557167053e-01,-1.129063892364501953e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274486333131790161e-01,2.669292688369750977e-02,1.309615373611450195e-01,5.636937916278839111e-03,1.348667724609375000e+03,1.464973388671875000e+03,1.464977905273437500e+03,8.938299560546875000e+02,-2.379815032459792690e+01
1.499999999999999944e-02,1.609694510698318481e-01,-1.417280882596969604e-01,1.236484146118164062e+01,4.269158840179443359e-02,-3.786975890398025513e-02,1.074202537536621094e+00,1.271234601736068726e-01,2.762812003493309021e-02,1.308723539113998413e-01,4.958257079124450684e-03,-1.609694510698318481e-01,1.417280882596969604e-01,-1.236484146118164062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.271234601736068726e-01,2.762812003493309021e-02,1.308723539113998413e-01,4.958257079124450684e-03,1.461034545898437500e+03,1.577697998046875000e+03,1.577702880859375000e+03,9.416322631835937500e+02,-2.636719201706972626e+01
1.600000000000000033e-02,2.130953520536422729e-01,-1.880855113267898560e-01,1.355653667449951172e+01,5.212590098381042480e-02,-4.635742306709289551e-02,1.191695213317871094e+00,1.269693821668624878e-01,2.729291841387748718e-02,1.305716335773468018e-01,4.868805408477783203e-03,-2.130953520536422729e-01,1.880855113267898560e-01,-1.355653667449951172e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.269693821668624878e-01,2.729291841387748718e-02,1.305716335773468018e-01,4.868805408477783203e-03,1.573381835937500000e+03,1.690442138671875000e+03,1.690447265625000000e+03,9.823342285156250000e+02,-3.126037164140782920e+01
1.700000000000000122e-02,2.760621905326843262e-01,-2.442272305488586426e-01,1.477690219879150391e+01,6.296683847904205322e-02,-5.614171922206878662e-02,1.220365524291992188e+00,1.266611218452453613e-01,2.790125086903572083e-02,1.304039657115936279e-01,4.312202334403991699e-03,-2.760621905326843262e-01,2.442272305488586426e-01,-1.477690219879150391e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.266611218452453613e-01,2.790125086903572083e-02,1.304039657115936279e-01,4.312202334403991699e-03,1.685724365234375000e+03,1.803191040039062500e+03,1.803196533203125000e+03,1.021286987304687500e+03,-3.524055592530245917e+01
1.799999999999999864e-02,3.508928418159484863e-01,-3.111176192760467529e-01,1.609300613403320312e+01,7.483065128326416016e-02,-6.689038872718811035e-02,1.316103935241699219e+00,1.264517307281494141e-01,2.774865552783012390e-02,1.301066279411315918e-01,4.103131592273712158e-03,-3.508928418159484863e-01,3.111176192760467529e-01,-1.609300613403320312e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.264517307281494141e-01,2.774865552783012390e-02,1.301066279411315918e-01,4.103131592273712158e-03,1.798051025390625000e+03,1.915955932617187500e+03,1.915961669921875000e+03,1.054420043945312500e+03,-4.100940829412155608e+01
1.899999999999999953e-02,4.389821290969848633e-01,-3.900553584098815918e-01,1.745159912109375000e+01,8.808928728103637695e-02,-7.893773913383483887e-02,1.358592987060546875e+00,1.261470019817352295e-01,2.813078463077545166e-02,1.298787593841552734e-01,3.621883690357208252e-03,-4.389821290969848633e-01,3.900553584098815918e-01,-1.745159912109375000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.261470019817352295e-01,2.813078463077545166e-02,1.298787593841552734e-01,3.621883690357208252e-03,1.910370605468750000e+03,2.028728027343750000e+03,2.028733886718750000e+03,1.084929443359375000e+03,-4.617964188807547998e+01
2.000000000000000042e-02,5.414880514144897461e-01,-4.821304976940155029e-01,1.889099121093750000e+01,1.025059223175048828e-01,-9.207513928413391113e-02,1.439392089843750000e+00,1.258985996246337891e-01,2.804902568459510803e-02,1.295692026615142822e-01,3.347605466842651367e-03,-5.414880514144897461e-01,4.821304976940155029e-01,-1.889099121093750000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258985996246337891e-01,2.804902568459510803e-02,1.295692026615142822e-01,3.347605466842651367e-03,2.022676635742187500e+03,2.141513671875000000e+03,2.141519531250000000e+03,1.110479736328125000e+03,-5.280160440533927613e+01
2.100000000000000130e-02,6.598113775253295898e-01,-5.886424779891967773e-01,2.037877845764160156e+01,1.183233261108398438e-01,-1.065119802951812744e-01,1.487787246704101562e+00,1.255905479192733765e-01,2.826373279094696045e-02,1.292935311794281006e-01,2.915911376476287842e-03,-6.598113775253295898e-01,5.886424779891967773e-01,-2.037877845764160156e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.255905479192733765e-01,2.826373279094696045e-02,1.292935311794281006e-01,2.915911376476287842e-03,2.134974609375000000e+03,2.254307373046875000e+03,2.254312988281250000e+03,1.133010375976562500e+03,-5.911294847845965705e+01
2.199999999999999872e-02,7.952161431312561035e-01,-7.107557654380798340e-01,2.193655776977539062e+01,1.354047656059265137e-01,-1.221132874488830566e-01,1.557779312133789062e+00,1.253139078617095947e-01,2.818930149078369141e-02,1.289649456739425659e-01,2.608992159366607666e-03,-7.952161431312561035e-01,7.107557654380798340e-01,-2.193655776977539062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.253139078617095947e-01,2.818930149078369141e-02,1.289649456739425659e-01,2.608992159366607666e-03,2.247260742187500000e+03,2.367112792968750000e+03,2.367118164062500000e+03,1.151205078125000000e+03,-6.660223231813608891e+01
2.299999999999999961e-02,9.491297602653503418e-01,-8.497554659843444824e-01,2.354443740844726562e+01,1.539136171340942383e-01,-1.389997005462646484e-01,1.607879638671875000e+00,1.249992325901985168e-01,2.827388420701026917e-02,1.286509484052658081e-01,2.211779356002807617e-03,-9.491297602653503418e-01,8.497554659843444824e-01,-2.354443740844726562e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.249992325901985168e-01,2.827388420701026917e-02,1.286509484052658081e-01,2.211779356002807617e-03,2.359538574218750000e+03,2.479926757812500000e+03,2.479931640625000000e+03,1.166264892578125000e+03,-7.401056807835334439e+01
2.400000000000000050e-02,1.122910380363464355e+00,-1.006830096244812012e+00,2.521463966369628906e+01,1.737806200981140137e-01,-1.570746302604675293e-01,1.670202255249023438e+00,1.247010305523872375e-01,2.817472442984580994e-02,1.283017843961715698e-01,1.890152692794799805e-03,-1.122910380363464355e+00,1.006830096244812012e+00,-2.521463966369628906e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.247010305523872375e-01,2.817472442984580994e-02,1.283017843961715698e-01,1.890152692794799805e-03,2.471805908203125000e+03,2.592750976562500000e+03,2.592755371093750000e+03,1.177467407226562500e+03,-8.243838741009005844e+01
2.500000000000000139e-02,1.318030834197998047e+00,-1.183224081993103027e+00,2.693522644042968750e+01,1.951204538345336914e-01,-1.763939857482910156e-01,1.720586776733398438e+00,1.243774965405464172e-01,2.815819159150123596e-02,1.279573589563369751e-01,1.516140997409820557e-03,-1.318030834197998047e+00,1.183224081993103027e+00,-2.693522644042968750e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.243774965405464172e-01,2.815819159150123596e-02,1.279573589563369751e-01,1.516140997409820557e-03,2.584064941406250000e+03,2.705583740234375000e+03,2.705587402343750000e+03,1.185569091796875000e+03,-9.096497166563415249e+01
2.599999999999999881e-02,1.535934925079345703e+00,-1.380102634429931641e+00,2.871360969543457031e+01,2.179040908813476562e-01,-1.968785524368286133e-01,1.778383255004882812e+00,1.240610703825950623e-01,2.802513167262077332e-02,1.275892853736877441e-01,1.186497509479522705e-03,-1.535934925079345703e+00,1.380102634429931641e+00,-2.871360969543457031e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.240610703825950623e-01,2.802513167262077332e-02,1.275892853736877441e-01,1.186497509479522705e-03,2.696313964843750000e+03,2.818426269531250000e+03,2.818429199218750000e+03,1.190180541992187500e+03,-1.004595867947147099e+02
2.699999999999999969e-02,1.778142690658569336e+00,-1.598642349243164062e+00,3.054329490661621094e+01,2.422077655792236328e-01,-2.185397148132324219e-01,1.829685211181640625e+00,1.237262412905693054e-01,2.793581411242485046e-02,1.272212862968444824e-01,8.240789175033569336e-04,-1.778142690658569336e+00,1.598642349243164062e+00,-3.054329490661621094e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.237262412905693054e-01,2.793581411242485046e-02,1.272212862968444824e-01,8.240789175033569336e-04,2.808554443359375000e+03,2.931277343750000000e+03,2.931279541015625000e+03,1.191774414062500000e+03,-1.102431505011140871e+02
